uid,poi_name,poi_address,poi_lon,poi_lat,city_id
ed57bb06a866c8bd38e4a644,天津市静海区疾病预防控制中心,天津市静海区北环路与东兴道交叉口西200米路南,116.93460591041072,38.952895381870256,332
8fa14fc36fe54d77f7eafcf9,河北燕达医院,廊坊市三河市燕郊经济技术开发区思菩兰西路,116.78707282351374,39.935312614883905,191
b2e965d908af4cb95bf6be57,北京元码医学检验实验室,北京市朝阳区广顺北大街5号融创动力大厦4层,116.46005990701701,40.016553103576705,131
408d94be443871e52fb90843,天津金域医学检验所,天津市西青区华科五路2号3号楼,117.0672521409327,39.098843236665125,332
5211d21945ef0c417dc876c5,中国人民解放军总医院第四医学中心,北京市海淀区阜成路51号,116.29826988153037,39.923559429243156,131
e0ed56841f955b20f603b82f,定兴县中医医院,保定市定兴县兴盛街(京溪楠),115.7742773360878,39.260615688490184,307
7b9ecbf5f2faa46721f01748,贝瑞和康,北京市cn朝阳区京顺东街6号院9号楼,116.52247116246649,40.02309852778197,131
88ba55349ffd792945e27461,博昊云天医学,北京市大兴区天荣街9号世农大厦2层,116.30472348918332,39.68601130048536,131
106014608f24bc74b34c49a6,首都医科大学附属北京友谊医院(通州院区),北京市通州区潞苑东路101号院,116.6768731855555,39.933795273519316,131
3f9337d616b1e8aaf72310c1,清华大学玉泉医院,北京市石景山区石景山路5号,116.24058588302641,39.90728951776168,131
2128cbd6291f30a6a11de939,安新县医院,河北省雄安新区安新县城永安南路,115.91628191502983,38.92445876599362,307
d0b8923fc8f248fbb5f42fca,北京市平谷区医院,北京市平谷区平谷镇新平北路59号,117.09783748789903,40.1450285648438,131
9ee7cc7881d94c6917c905f1,北京京顺医院,北京市顺义区府前西街15号,116.63603085964925,40.129797880388544,131
f4460918615ad873b01e36ec,北京市怀柔区妇幼保健院,北京市怀柔区迎宾北路38号,116.63376129100668,40.33345015991014,131
d36cbdc13856d75e38221c92,霸州市第二医院,廊坊市霸州市胜芳镇武平路,116.70317918961574,39.06200720929545,191
142d5274a202dbb21ef74d99,北京索真医学检验实验室有限公司,北京市通州区科创六街88号a1栋2层,116.53478572003107,39.800088958751104,131
f167f8b77a71de01725e80b2,天津市武清区第二人民医院,天津市武清区下朱庄街广贤路961号,117.0684160114003,39.341974520791055,332
be54cde91975e35878f79632,保定涿州宝石花医院,河北省保定市涿州市市场路5号,115.97836204290091,39.490535983627424,307
408d94be443871e52fb90843,天津金域医学检验所,天津市西青区华科五路2号3号楼,117.0672521409327,39.098843236665125,332
1bf85b25b4b73dbda1a934cb,北京市丰台区妇幼保健院(总院),北京市丰台区右安门外大街开阳里三区1号,116.35871716345622,39.86367471216178,131
8c6ac592522c295b4007c173,京东中美医院,河北省廊坊市燕郊经济开发区迎宾北路640号,116.80645716441235,39.95969077318483,191
e116be54317e357bc91b9509,容城县妇幼保健院,保定市容城县罗萨大街157号,115.8727041942184,39.060705913879445,307
d5464cf8d1477d4efca778f3,北京市密云区医院,北京市密云区阳光街383号院,116.86435847268454,40.37374244617402,131
fd3e50c3a3111e42353a7135,北京泰普舜康医学检验实验室,北京市大兴区旧宫镇成寿寺路旧宫1号,116.460956420306,39.81210208536086,131
9e003d51a49a18c94151c0e6,北京小汤山医院,北京市昌平区小汤山镇温泉街,116.38467330026786,40.1777218386988,131
2c0d01bad7df81cf86420e63,北京市延庆区医院,北京市延庆区延庆镇东顺城街28号,115.96717604868745,40.46219731339071,131
d146b3880a1254c7740269c8,北京中医药大学东直门医院(通州院区),北京市通州区翠屏西路116号,116.63880331871674,39.88295924179765,131
79d8e03af3ad181560180955,三河燕郊福合第一医院,三河市燕郊经济开发区京榆大街299号,116.79834976424036,39.94322828656534,191
6e3e81a292fd1cac6ec02ca2,东杉医院,迎宾北路34号,117.06648800077036,39.998380714969876,191
2e0ab4a06332dac46140a95a,赤城县人民医院,赤城县赤城镇霞城大道路东,115.85269664133689,40.87937404855518,264
e9928a49d55e3252b45f1eb0,香河县疾病预防控制中心,河北省廊坊市香河县新开街34号二小,116.99964705070708,39.75523285401287,191
92f07ebea5f98d7ac9e33ce6,博尔诚(北京)科技有限公司,北京市大兴宏达南路18号2号楼4层,116.5255619496924,39.77044566386446,131
680eab032b4e8c7695f08c03,北京朝阳中西医结合急诊抢救中心,北京市朝阳区十八里店乡西大望南路周家庄村123号,116.47177908282707,39.86477238526703,131
826cf0b966f2104996f08c39,保定京南医院,保定市高碑店市君圣路阳光西郡,116.01218044788797,39.120081793540834,307
a7bc0330e2b02717a21de9d4,首都医科大学附属北京佑安医院,北京市丰台区右安门外西头条8号,116.34921469810224,39.86517432053189,131
8cba4bb095d46c9dac0457ee,清华大学医院,北京市海淀区双清路30号清华大学清华园内,116.31206282587031,40.00155299847901,131
4a42cb15f812d58c9f95de7c,北京博奥医学检验所有限公司,北京市大兴区科创六街88号院亦庄生物医药园D1~D2座,116.53677421155766,39.799783527450735,131
9c520784ac2438f649fc8d89,雄县盛德医院,保定市雄县旅游路与学府大道交口,116.06674169451689,38.97522126608913,307
e007b28d1f8953cdb6147ff7,雄县祥和医院,河北省保定市雄县米家务镇333省道,116.20493420335663,39.14025836348081,307
f1f5cac5a896ad9836b06cc0,永清县人民医院,河北省廊坊市永清县益昌路101号,116.49154194466495,39.31336621550693,191
611f05e4185bca5b8a36ee35,雄县济康医院,河北省保定市雄县雄州路引线段东侧,116.10310991193234,39.00587369137891,307
2e5d53b3626936973b221c78,北京弘泰嘉业科技股份有限公司,北京市cn通州区科创十四街20号院14号楼2单元,116.55256871536025,39.77183098600014,131
59467e7f2fcba4785a3ac869,北京朝阳急诊抢救中心,北京市朝阳区弘燕南一路周庄嘉园东里27号楼,116.46793057403788,39.86315612448481,131
8225f738188fdb9ff603b866,北京美汇医学检验试验室,北京市朝阳区东四环南路53号院6号楼301,116.4788698249587,39.862728997882336,131
24d05508dd8db6af12882420,涞水县妇幼保健院,河北省保定市涞水县府前街120号,115.70498092971367,39.393223660273975,307
2308dd637f150b719ee321a1,北京金域医学,北京市朝阳区京顺东街6号院26号楼,116.52341538112945,40.02369581481591,131
8e1a5dbe74d0995b4207c1a3,金匙医学,天津市武清区广源道(武清开发区创业总部基地企业总部区),117.04685537258668,39.41412853923635,332
be1ea5effef083a614948ef9,北京市石景山医院,北京市石景山区石景山路24号,116.20720452620621,39.905183500156916,131
93ebf3b48dd6dca4ae31e5a4,百康和信区域检验中心,河北省廊坊市安次区安锦道28号,116.65234339649272,39.48320409215759,191
a1a298a5511cd6892fe67ba9,北京洛奇医学检验实验室,北京市昌平区生命园路29号创新大厦D座101号,116.27115506659007,40.089003912537635,131
3da907f37d57fe4ab320a8da,火箭军特色医学中心,北京市西城区新街口外大街16号院,116.36610928378862,39.955381137826336,131
999082b37d02d42c3913fd5a,廊坊诺道中科医学检验实验室有限公司,河北省廊坊市广阳区三号路8号1幢,116.75471566124958,39.60239456985881,191
0adce3e2f1c8156080a00c4f,天津市武清区中医医院,天津市武清区杨村街道机场道10号,117.07305399856718,39.38352128951625,332
71381b341c99d211901fc92d,北京清华长庚医院,北京市昌平区立汤路168号,116.40862507801558,40.071726790213425,131
39fd5c65a9517c4407fef53f,北京市怀柔安佳医院,北京市怀柔区怀北镇火车站路1区23号,116.6814420652126,40.4080912985234,131
62173f57abb72bcbf02d83bd,涿州市中医医院,河北省涿州市东兴北街151号,116.00771549205892,39.498191742093475,307
32a28c996c592ca38bdb736f,北京吉因加医学检验实验室有限公司,北京市昌平区生命园路一区2号楼5层,116.26451904696984,40.09945845883481,131
f07e186b72e977559df779e1,北京北大医疗康复医院,北京市昌平区回龙观中关村生命科学园生命园路8号院7号楼及辅楼三至六层,116.26464505532572,40.09952278514709,131
582fd61fcf4f18580f0a700d,廊坊市广阳区疾病预防控制中心,河北省廊坊市广阳区曙光道3号,116.6899769235455,39.526621970431435,191
5bcd1768da1aac5a047ce80a,北京美因医学检验实验室,北京市海淀区花园北路35号9号楼4层,116.36002921020163,39.98139433986182,131
2e4c1d57307ec771ab0dd8e2,北京市房山区精神卫生保健院,北京市房山区周口店大街28号,115.93283532984996,39.68355408016726,131
b292b3aa17e3d02bbe4842dd,中国人民解放军总医院-健康医学中心,北京市海淀区复兴路28号二区,116.26871268686624,39.90389552771429,131
3a0a78bd4300e5e3631809c1,解放军总医院第五医学中心(南院),北京市丰台区东大街8号,116.28865389444692,39.86102345773048,131
a3f21eeed3be785d2fb17ec0,中国医学科学院肿瘤医院,北京市朝阳区华威南路潘家园南里17号,116.44069494926804,39.871698200956345,131
82428c29879c160eca1b954d,北京迪安医学检验实验室,北京市大兴区永旺路北京生物与医药产业基地天富大街9号8栋,116.29432303999943,39.68039395752187,131
dc290fd948a77e355e0d0263,北京艾迪康医学检验实验室,北京市经济技术开发区同济中路2号狮岛索龙大厦4层,116.51654339558709,39.79668717271781,131
c482a1fb24bc30f92b06ceb7,核子基因科技北京华曦医学检验实验室,北京市通州区经海四路156号院6号楼b2-2号,116.55903909420634,39.77862805282919,131
41f1d23cf474a90cee74f802,北京谱尼医学检验实验室有限公司,北京市海淀区锦带路66号院1号楼5层101,116.15962502543942,40.06254570327717,131
a0b1c9187c1b7b6d31f71d94,北京华泰益康医学检验所,中关村科技园区大兴生物医药产业基地天富大街9号4幢1层,116.29544685504874,39.68170831502717,131
2ad32cc334d1688e9c95deaa,北京市昌平区结核病防治所,北京市昌平区昌平镇和平街八街4号,116.22630318015985,40.2245200068015,131
78bd50f7c3beaa4231870ac0,民航总医院,北京市朝阳区朝外高井甲1号,116.52350043618311,39.91448789802624,131
3810c879fe3f44f69d09f7a2,定兴县疾病预防控制中心,保定市定兴县北环东路,115.79284999908224,39.27554646297259,307
345175cc4c92970f4afd3fa1,北京华诺奥美医学检验实验室,北京市丰台区外环西路26号院53号楼,116.2743630213703,39.82166603277426,131
dddf876c75c7e0826b49f3df,北京凯昂医学检验实验室,北京市海淀区中关村翠湖科技园云中心3号院17号楼2单元3层,116.14900530934374,40.06338133053712,131
b428d1405aa6a598130daab1,北京和合医学检验所,北京市通州区经济技术开发区亦庄经海六路5号东尚E园14号楼,116.5616550273909,39.78885314393618,131
c21db9e5e74aa69a00ff2dca,北京市平谷岳协医院,北京市平谷区府前西街13号,117.0949720439686,40.13940445433086,131
8eb48fa1b8aad0a7f32d837a,雄县医院,河北省保定市雄县雄州镇雄州路,116.09929741166656,38.98948759084889,307
dfb7d682d6bdd9cf4457264a,北京全谱医学检验实验室,北京市通州区科创六街88号6号楼2单元101室,116.53655057893565,39.800662673081426,131
fa01e9371a040053774ff1ca,北京市海淀医院,北京市海淀区中关村大街29号,116.30901902762704,39.97566619114468,131
1fce60605227f930d5b74ec5,中国中医科学院广安门医院(南区),北京市大兴区黄村兴丰大街二段138号,116.33377566957829,39.742989861322236,131
5ffb1816bfc3aa466f4760c0,北京市丰台区南苑医院,北京市丰台区南苑镇公所胡同3号,116.39356308944605,39.80454354947219,131
96eab5015967ccd34c3a59ad,中国航天科工集团七三一医院,北京市丰台区云岗镇云岗路云岗南里3号院,116.16479193349414,39.807609438827974,131
41c858f92111ead5601809dd,北京艾纳医学检验实验室,北京市海淀区高里掌路3号院13号楼2层2单元201室,116.14962741454167,40.06378337017192,131
06d2dffda1b2b0ef88f15dcb,北京市海淀区妇幼保健院,北京市海淀区海淀南路33号,116.29614607672468,39.97413735949676,131
ff2272758e02d77c9e95debc,北京优迅医学检验实验室有限公司,北京市海淀区杏石口路65号益园文创基地c区c7,116.22890289703633,39.94981980480234,131
fc3da664cbd5c49cb726557c,北京凯普医学检验实验室,北京市昌平区中关村生命科学园生命园路8号北大医疗产业园15号楼一层东侧,116.26289919087277,40.09752663371518,131
3c0ea7c53eee2585faf0cbee,北京市朝阳区三环肿瘤医院,北京市朝阳区十里河352号,116.45698104981152,39.856535364264005,131
850815e17150108242e192ee,北京市健宫医院,北京市西城区菜市口南大街儒福里6号,116.36956593855227,39.879586191364496,131
